id,model_output
407529,0
409043,782.8550136986302
361944,0
362026,1561.6267397260274
409444,0
410201,0
362621,0
410971,127.2190684931507
460938,384.7601095890411
411030,0
461039,14.360547945205482
412058,41602.570520547946
412059,49421.41545205479
461248,0
412652,17979.642739726027
461923,6723.730849315068
414115,348.1446575342465
414170,0
461987,1938.8810958904107
462476,24.14465753424658
415825,13940.225753424656
415926,7418.880000000002
462818,0
464370,4696.741479452054
416047,186.05589041095894
464789,0
416238,21323.67780821918
416746,0
464922,77.01041095890412
416747,0
416748,0
417090,1128.8909589041093
465361,205.46630136986306
417297,1047.4520547945203
465435,67.22630136986302
465781,0
418561,238.16416438356163
465821,0
418857,
419786,0
466017,0
468283,0
420083,389.53380821917807
420605,0
420699,0
468438,0
469187,21091.068493150688
469189,3624.3024657534243
421760,0
469198,970.2049315068493
469219,242.1567123287671
422095,0
422748,284.24416438356167
469630,605.959890410959
424511,0
469676,6408.394520547946
425143,0
471228,165.65720547945205
426351,703.0356164383562
471259,114.5095890410959
426354,841.7490410958903
471753,0
427229,0
472185,1984.4778082191779
427327,
427348,500.6465753424657
472203,0
473068,807.5046575342467
427936,843.6427397260272
473073,0
428432,0
473145,4886.097534246575
428716,3666.8120547945205
473637,0
429045,
475700,0
429444,8112.2498630137
476659,0
429900,0
431775,0
432567,0
476808,316.24767123287677
432841,2494.932164383562
477286,5908.339726027397
433867,411.84
479906,0
434174,87.26794520547945
480580,49.53205479452055
434555,0
481999,279.6164383561644
434666,0
483400,39.62564383561644
434962,5317.505753424658
435600,461.1945205479452
483891,0
486032,0
436257,2463.5835616438353
486373,0
436446,2548.504109589041
436458,134.83726027397262
486501,0
486627,5668.520547945206
487430,5209.920000000001
437722,0
487783,3106.2338630136983
438421,10694.584109589043
489405,1371.9846575342467
438531,821.2438356164383
490510,32.950356164383564
438577,0
491373,1572.0657534246577
491730,879.8597260273974
439489,12839.655452054794
492883,96.57863013698632
441459,993.2054794520549
441525,4249.341369863015
492937,0
441813,
492946,25705.380821917806
442178,1106.6183013698628
493394,
442418,0
493679,0
442457,343.70630136986307
493965,0
442992,1436.6071232876716
494343,11755.134246575342
442999,424.85917808219176
443263,0
443735,431.23068493150686
494880,0
496676,0
497196,0
444886,0
497373,4606.836164383562
444981,0
500795,0
445346,164.0416438356164
445772,3116.791232876712
500985,0
446634,0
446900,359.01369863013696
501458,0
446912,17.489095890410958
501621,0
501837,3043.8364931506844
447223,0
502190,0
502566,402.7660273972603
503017,0
447636,144.0
447891,2777.996712328767
448589,1905.5342465753426
448739,
503151,9787.46301369863
503274,10453.749041095889
449399,601.6438356164384
503331,50.84580821917809
503958,0
450314,0
450460,1052.5808219178084
450481,0
504310,0
450631,0
504810,234.8778082191781
451654,1805.1682191780824
505926,740.1205479452055
452350,3814.520547945205
506317,
452552,0
506980,0
506997,0
507124,3679.324273972604
507480,7.8588493150684915
507677,5336.8924931506845
507962,0
453088,1032.8547945205478
508343,1750.7243835616437
509099,3326.597260273972
453797,449.4575342465753
510116,1065.4895342465754
510304,
454008,1433.3720547945209
510386,2478.0821917808216
454047,12435.102246575345
511068,1069.2
511429,101.29709589041096
454602,
511768,10021.453150684934
454613,0
511913,235.67473972602735
512822,308.9095890410959
455277,718.56
458015,1156.1227397260272
512853,572.3704109589041
459237,2274.016438356164
512882,3833.035397260274
512992,0
459877,0
460379,
460934,702.9271232876713
460935,369.96164383561654
460936,332.9654794520548
513198,423.0345205479451
515178,0
515327,0
516849,0
513476,
514637,395.78301369863016
517283,5809.315068493151
518364,0
518741,524.6728767123288
515149,0
519190,0
519598,46.86904109589042
519660,13.492602739726028
565135,208.3068493150685
520350,21.323835616438355
520817,74.64328767123288
520959,226.75068493150687
520962,0
521274,103.50246575342466
521547,10.967671232876713
521771,3964.458082191781
521982,0
522467,48.13150684931507
522729,30.575342465753423
522824,0
523160,0
523635,9622.849315068494
523749,1007.6843835616438
525339,61.30849315068493
525744,1002.6739726027396
526025,0
526388,5633.753424657534
526771,0
526878,0
527070,198.03945205479454
527310,3609.290958904109
528001,0
528124,449.28
528895,0
529070,2640.821917808219
529558,0
529947,326.958904109589
530147,0
530395,5866.725698630136
565214,0
530448,2056.3199999999997
565442,0
531050,1394.0482191780823
565640,0
565770,6574.586301369863
532358,933.4356164383561
532361,0
566364,1628.2553424657533
566427,0
533351,0
533943,643.3880547945205
567534,0
534109,0
567910,0
569290,3566.6630136986305
569402,0
534506,0
570490,0
535284,0
571265,6521.898082191779
571906,1033.9831232876713
535323,0
536121,11687.967123287672
571984,0
536794,1065.8564383561643
572046,0
536886,0
536996,0
572795,53.3549589041096
572805,2865.367232876712
537305,184.63561643835615
572996,0
538156,56.33753424657535
573155,3158.4230136986303
538558,3198.8120547945205
573374,
573391,0
539042,768.5654794520548
574475,305.8323287671233
540002,
574599,164.3178082191781
542231,0
575053,1303.2197260273972
542646,3316.268712328767
575832,0
542797,0
544613,919.9430136986302
544824,5188.438356164383
576513,0
545404,0
576893,0
579923,0
546039,2181.469808219178
547357,134.2474520547945
580352,0
547367,2851.2
547462,1005.6486575342466
547803,438.2728767123288
580534,4172.054794520548
548106,0
580939,0
548429,0
549033,0
581237,0
549299,193.1572602739726
549959,2457.961643835616
581961,0
549999,0
582625,0
550146,4985.161643835617
550492,487.2328767123289
582899,1314.542465753425
550570,0
550726,0
583333,6967.331506849313
583597,0
550805,0
583705,10733.473972602742
553543,0
583840,0
587099,0
554694,0
587369,0
554935,0
587993,
588026,0
555419,2642.4493150684934
556065,0
556436,0
556542,8332.273972602741
588044,6369.928767123288
556797,
588238,0
588566,3367.686575342465
588959,0
589244,0
589338,0
557123,0
590443,0
558664,1353.686794520548
590575,3319.2591780821917
558694,4874.3802739726025
590727,352.80000000000007
590736,315.36591780821925
590836,0
559415,4939.199999999999
559579,6077.157041095891
559643,101.40756164383563
590876,0
590877,0
590882,0
560068,26656.76712328767
590889,
562148,186.41095890410958
590958,0
563124,0
591006,0
563229,1238.5972602739728
591837,0
592844,0
563243,6564.60098630137
563693,0
593780,140.4769315068493
564861,4010.853698630137
606540,0
606861,381.64536986301374
607129,11043.07397260274
594107,236.83068493150688
607280,0
594831,12277.025753424658
607704,178.95452054794518
595036,713.3326027397261
607885,3069.0542465753424
595059,161.30761643835615
608431,0
608438,3062.002191780822
595071,1492.2818630136987
595103,0
608929,29.184657534246575
595539,0
609258,0
596226,70.30356164383562
596823,6141.233095890412
609351,0
609407,623.1452054794522
597005,576.5917808219177
609973,2421.547397260274
610862,156.86136986301372
598921,0
598923,0
611025,1580.0547945205478
611209,0
599058,23470.20493150685
611518,0
599344,6.3123287671232875
611709,3482.1369863013706
599613,0
612846,4165.095452054795
600357,0
613103,3354.2610410958896
600432,0
613404,351.5178082191781
600494,0
600500,0
614012,0
615147,2940.598356164384
601392,0
615191,15651.715068493148
615347,2655.3698630136987
601545,0
615456,94.80328767123288
601550,12.593095890410961
601579,37.75561643835617
616278,0
601584,34.85589041095891
602302,2359.2328767123286
617678,675.3047671232877
602461,35.5068493150685
618082,0
602475,4748.449315068494
603959,4926.575342465753
618816,0
604185,166.64547945205476
619010,2139.926794520548
604687,9460.602739726028
619258,
605086,0
619890,0
605400,0
605812,791.4082191780823
620085,0
605854,1603.7260273972606
606063,0
620131,1892.0021917808217
606217,0
620164,2000.8109589041096
606382,8121.2054794520545
620282,1458.4931506849314
691516,1665.2160000000001
620471,0
620526,0
622068,448.4278356164383
692371,0
623848,
623977,312.46027397260275
624532,2519.2504109589045
693300,2582.614356164383
624550,0
698606,290.52493150684927
698818,0
625296,3643.002739726028
626710,1204.8894246575342
626866,0
699729,6189.534246575342
626972,0
703064,0
627123,3293.881643835616
705210,0
627920,26.259287671232876
629409,4018.5231780821923
705523,4791.507287671234
705526,6823.800986301371
707338,0
630933,186.4504109589041
631630,116.28493150684932
631631,141.13972602739727
707632,0
709912,851.1386301369862
632377,4719.599999999999
632672,13847.600219178083
710203,0
711333,5627.314849315068
632717,6109.545205479452
711425,163.33150684931508
633856,45.56712328767123
635138,0
713475,20890.02673972603
635233,289.9726027397261
713741,0
713758,0
713777,0
714364,17059.068493150684
635386,0
714723,0
637414,0
715564,0
715841,0
647243,45438.82520547945
715919,91.65501369863014
717171,0
717220,0
719487,3084.0361643835618
649929,
720633,0
721267,817.5984657534245
651312,0
721759,0
723512,
655165,0
656509,220.32000000000002
656590,36940.14246575342
725370,0
658005,0
726669,0
726882,3026.0357260273972
659628,0
726950,0
727655,3767.5726027397254
660064,1284.6378082191784
660891,1446.7068493150687
730831,23529.20547945206
661917,2083.9364383561647
731022,1442.1777534246578
731968,2117.155068493151
666172,0
732003,544.32
667252,0
736378,1929.67101369863
737083,136.34630136986303
667373,522.6608219178082
668172,5128.704
737160,0
668819,2389.664219178082
739774,0
739825,0
740600,31870.565260273972
669749,1497.6
672080,11028.506301369864
672081,4975.6694794520545
740867,147.20350684931506
741021,14987.835616438357
672927,0
742149,730.375890410959
742379,1024.2739726027398
673067,26697.079232876713
674495,0
743739,0
743918,978.4109589041096
675078,0
745538,0
675591,0
679006,0
747155,238.36931506849314
747789,1209.6118356164382
749372,0
679683,57.28438356164384
679709,321.3369863013699
679790,1515.7814794520548
749639,1948.0162191780823
750364,1838.012054794521
679873,0
751606,751.6878904109591
680305,156.23013698630135
680656,14.859616438356166
753226,0
680739,9024.752219178083
754635,1561.0191780821917
754867,3859.521534246575
681613,0
681690,2182.1444383561643
755127,5068.168767123288
682609,7900.362739726028
755623,1115.5068493150684
685809,0
756481,0
686205,0
757277,0
687925,1065.1167123287673
758316,0
691243,
758800,0
802401,8912.929315068492
760374,0
804885,6461.110356164385
805005,5659.436712328767
761429,0
805174,9165.205479452055
763498,0
763638,0
806739,0
764330,0
809417,0
764669,2786.2224657534252
810126,1386.3057534246575
767270,724.3397260273973
810314,4939.996931506849
769402,0
812909,914.1120000000001
813782,361.30191780821923
770408,0
814021,2176.238465753425
771277,0
771345,781.1506849315067
814659,630.690410958904
771914,0
816985,410.93260273972606
772580,3500.3835616438355
772992,699.0272876712328
817542,1843.6931506849312
817963,1585.9726027397262
775489,2130.4109589041095
819747,0
819932,0
775629,0
819977,5005.755616438357
776034,5189.68109589041
821334,0
777489,204.5194520547945
824973,10365.04109589041
779186,2890.415342465754
825821,283.51035616438367
780042,0
827436,4425.1298630137
783419,0
830041,0
787209,31.561643835616437
833193,0
790540,2195.3095890410955
791923,1038.1019178082195
833286,0
834616,4592.59791780822
792091,200.73994520547947
792305,9142.303561643836
835409,0
792956,122.3013698630137
836442,2909.0051506849322
795881,
797036,128.49928767123288
837668,0
801353,2109.3041095890408
840130,0
971818,0
840383,23.986849315068497
842962,0
971844,78.47013698630137
972147,0
843488,99.08778082191782
972574,1420.4692602739726
845167,0
852297,0
852486,3648.399780821918
972636,6071.04
854102,0
972717,5723.704109589042
854116,2329.977205479452
972824,3964.339726027398
973332,1918.9479452054793
855465,541.5978082191781
976422,4572.394520547945
857938,5807.216219178083
863652,14953.90684931507
976932,0
979753,751.8575342465755
865843,2712.328767123288
868704,0
980289,15214.487671232875
872544,2042.4486575342469
873154,0
981443,0
874463,2261.786301369863
981654,18.40635616438356
875754,1643.5055342465755
983555,3651.879452054794
983697,0
985070,828.1972602739726
987944,321.67627397260276
991064,3458.544657534246
991093,0
993428,1829.1708493150688
877864,0
877995,0
995832,12226.570520547944
880100,0
996490,1008.0
881381,0
998578,7998.983013698631
883027,12695.915835616437
999147,1984.8328767123285
883368,0
999691,1316.4992876712329
884437,0
999835,970.4929315068491
884849,0
1000926,12413.00515068493
889039,
1002010,223.90027397260272
891874,5673.106849315069
1002115,4885.488
1002787,598.5034520547945
897289,8815.167123287672
1003616,4620.080219178081
897581,42.00460273972603
1003867,3113.1872876712328
899636,0
1003956,2500.84997260274
899747,0
1008109,0
900063,2268.197260273972
1008996,12486.496438356164
1011062,2069.1616438356164
906474,1099.1204383561646
1011777,1885.8989589041096
1011983,10728.0
906691,0
1013117,6760.50410958904
910252,13939.910136986302
910648,0
1013398,16304.745205479452
910783,0
1015806,7997.917808219178
1016793,0
915878,212.8438356164384
1018171,6059.433205479452
917793,0
919261,2570.5854246575336
1018624,894.7726027397263
919702,0
920932,69.79068493150683
1019423,0
925550,1985.2767123287672
1021525,0
928588,342.108493150685
1022977,4347.932054794521
928721,6914.603835616437
1028784,3170.3671232876704
930652,1005.2383561643834
1032090,6962.449315068493
933693,1598.7235068493153
934366,8978.719561643835
939566,0
1035339,9820.750684931509
941492,0
1038126,666.3925479452055
942747,5.128767123287671
943363,2124.7890410958903
1039149,0
945717,9174.969863013699
1042006,1303.8115068493153
946606,0
948461,1100.7123287671234
1042784,0
949787,903.0575342465755
1042849,8202.082191780823
1043759,87.58356164383561
950838,0
1043808,388.40547945205486
953350,1376.3401643835618
1044109,7871.247123287671
1044356,2690.0876712328763
1044873,0
956310,4780.642191780823
1046023,718.0273972602741
957938,4763.835616438357
1046055,5972.469041095892
1046865,6897.166027397261
958304,0
960280,0
964547,220.01819178082195
1047227,1041.5342465753422
964560,379.21315068493146
965692,1833.7512328767123
967495,3347.9684383561644
1054819,129.30805479452056
969284,0
1056379,376.1950684931507
969805,6912.93698630137
1059114,36904.4541369863
1060899,8117.299726027398
970465,2434.112876712329
1063188,25661.983561643832
1116245,111.09698630136987
1064264,0
1116441,0
1065381,0
1117696,
1117720,0
1065997,0
1117766,587.6778082191781
1117796,74.23298630136988
1117842,0
1066230,355.8812054794521
1067936,9654.016438356166
1122835,8659.883835616438
1070928,2187.2219178082196
1123121,5265.4882191780825
1073554,1930.416657534247
1073961,185.6317808219178
1123133,1146.8712328767124
1080216,38.34739726027397
1080330,0
1124294,0
1124320,413.50093150684927
1082236,0
1084977,1161.0739726027396
1126108,280.08197260273977
1091147,4010.5578082191782
1126252,2775.629589041096
1126638,2661.9484931506854
1091148,1315.0671780821917
1093943,103.56164383561645
1128785,1805.1090410958905
1131354,5665.946301369863
1095806,710.8471232876711
1098790,73.45972602739727
1099728,1532.7123287671232
1144570,0
1144689,0
1145066,6986.0199452054785
1099836,2154.2400000000002
1103795,2152.8512876712325
1146154,0
1104183,4002.8054794520544
1146722,0
1105900,0
1147016,91.13424657534244
1147242,0
1105934,24955.776
1106561,0
1147680,1856.333589041096
1148704,385.2493150684932
1106665,384.30246575342466
1153876,0
1109914,2263.68
1162598,0
1111206,12496.458082191784
1166216,4046.9819178082194
1166510,771.0608219178082
1113072,14.400000000000002
1169903,0
1113541,14987.441095890412
1113752,
1172280,1786.2312328767123
1114488,93.26465753424657
1174411,4740.519452054794
1246216,90.85808219178084
1177238,0
1177530,13034.611726027395
1248908,0
1249846,378.1301917808219
1254710,2627.980273972603
1177555,0
1255710,1498.5784109589042
1257757,0
1181237,0
1257858,534.6542465753425
1182303,68.79452054794521
1260250,
1182979,0
1185611,0
1261899,12027.6
1186189,0
1262168,5528.81095890411
1186492,0
1262423,0
1266554,0
1188055,0
1266628,1310.4394520547944
1266951,7124.0942465753415
1188467,0
1268104,38.16986301369863
1188836,313.7227397260274
1268125,224.82739726027398
1188938,0
1268135,206.28493150684932
1269605,0
1192978,18750.003287671232
1270251,271.62739726027394
1273416,1.0849315068493153
1196568,426.96986301369856
1197911,716.6702465753423
1274276,0
1274472,0
1199580,3609.6263013698626
1278020,2194.512657534247
1202304,88.85589041095889
1279313,1676.8701369863018
1202455,1846.5534246575348
1279956,2484.0
1202617,3645.369863013699
1282891,8494.007671232877
1204627,168.72854794520546
1284082,0
1208158,307.2052602739726
1286611,10058.455232876713
1287226,135.87287671232878
1208955,5270.0330958904115
1288328,0
1289105,8791.002739726026
1209088,0
1210559,8193.797260273972
1289534,3202.520547945205
1289824,0
1211242,431.50684931506845
1291630,7229.983561643836
1211331,3218.340821917808
1295608,9992.317808219179
1211486,341.7534246575343
1296836,2172.8021917808214
1213679,768.0526027397261
1297573,0
1217116,1538.0146849315067
1298770,17171.680438356165
1217128,7378.7178082191795
1301149,0
1217330,0
1304277,4167.6164383561645
1217387,0
1217459,0
1306956,131.3516712328767
1218342,0
1310972,0
1218877,4137.684164383561
1219724,0
1219849,0
1311837,10933.505753424659
1219976,677.6482191780822
1220145,17838.87780821918
1313503,12725.465424657532
1315594,166.64547945205481
1220209,719.0136986301371
1220217,2378.0712328767117
1316951,0
1221737,202.21150684931504
1319498,1876.1464109589042
1323647,1376.095561643836
1221832,1360.918356164383
1222924,6404.141589041096
1324470,0
1223510,71.01369863013699
1223650,6526.537643835617
1325052,15809.424657534251
1325597,32.54794520547946
1224556,0
1224630,82.84931506849314
1328637,0
1224981,0
1226016,0
1330651,0
1333509,1680.1841095890409
1227523,1321.186191780822
1228214,691.3183561643837
1228389,0
1334961,2492.507835616438
1230313,1509.0410958904113
1231484,5735.6580821917805
1335779,0
1231839,8740.650082191782
1234354,1508.3309589041098
1336197,0
1234388,20254.574465753423
1339405,0
1238314,0
1238591,0
1339408,3739.46301369863
1241481,5591.460821917809
1339616,151.83123287671236
1242035,0
1242036,0
1339785,444.26169863013706
1340559,27351.84328767123
1244162,0
1244325,755.1123287671234
1340622,14646.453041095887
1244599,0
1341379,32943.84657534247
1390326,37.00602739726028
1342152,5400.197260273972
1342180,451.6471232876712
1395088,15261.948493150683
1395902,7809.252164383559
1342408,
1396026,3622.5369863013693
1342795,5862.8909589041095
1342810,2856.575342465753
1342955,163.48931506849317
1397031,2012.2441643835616
1343501,183.31002739726026
1398573,0
1344695,4020.953424657535
1401310,7646.186958904111
1345293,2137.60701369863
1407210,0
1346303,1094.7945205479452
1408306,528.164383561644
1346531,264.17095890410957
1347985,765.5276712328769
1410053,0
1348705,665.9506849315069
1410347,181.23287671232882
1350621,1677.6986301369868
1410898,380.63736986301365
1352070,14763.534904109587
1413870,5568.858739726027
1352264,189.36986301369865
1354206,4452.55890410959
1414726,0
1354331,3059.5068493150684
1357673,4308.164383561643
1415649,0
1357846,1633.3939726027395
1360300,67.46301369863015
1416394,0
1362167,5694.693041095889
1421308,0
1421796,293.464109589041
1362525,239.10312328767122
1362534,6175.901589041095
1422528,2113.841095890411
1368218,1580.133698630137
1425110,978.5687671232877
1425945,
1368225,0
1427095,525.0575342465753
1369082,0
1369315,0
1427868,4659.954410958904
1369502,0
1370162,2491.3499178082193
1430154,11308.931506849314
1372060,28.464657534246573
1430184,0
1372237,0
1432552,7452.57205479452
1434543,7500.821917808218
1375962,0
1378420,0
1436172,43973.640986301376
1436177,43586.57490410959
1380451,420.80153424657533
1436259,2834.9457534246576
1438456,1783.0356164383566
1439666,1742.9602191780825
1440384,0
1383888,2115.695342465753
1559264,0
1561246,87.33698630136988
1441728,6995.638356164384
1441951,1905.8656438356168
1562712,9610.252273972605
1442021,1923.7610958904113
1563568,3574.8177534246574
1443909,936.4339726027398
1563662,0
1566533,0
1566565,1163.73698630137
1571980,694.7033424657535
1573196,1319.7895890410962
1444607,0
1445547,0
1446916,0
1447709,0
1573582,0
1574249,3810.16898630137
1448098,0
1452643,5687.408219178083
1575596,
1453105,200.88000000000002
1576098,117.96164383561644
1576264,7385.345753424659
1457328,1865.8454794520544
1580034,0
1457982,0
1580666,0
1458126,0
1458205,0
1580982,540.5720547945205
1458449,60.59835616438356
1581883,4473.86301369863
1459886,1298.4460273972602
1582762,0
1461415,73.97260273972603
1583890,0
1466255,335.5397260273973
1466259,1048.3042191780823
1585716,5744.475616438356
1588282,2983.0961095890407
1467957,71.91320547945206
1590818,0
1468034,1522.602739726027
1593625,0
1468737,0
1593798,0
1472514,7780.134575342465
1595060,10979.605479452055
1477025,1386.5424657534247
1596578,256.35945205479453
1477127,0
1477299,141.94849315068493
1602364,529.4071232876712
1603453,0
1480671,0
1606356,19069.545205479455
1483126,0
1611173,0
1485693,0
1486702,97.43079452054796
1612301,3736.3680000000004
1615242,7942.661260273972
1487795,0
1488173,2455.0540273972606
1615747,1227.8268493150686
1488482,980.1073972602741
1616713,11295.896547945205
1490626,2384.4624657534246
1619227,0
1497566,564.9534246575342
1621302,3388.566575342466
1622475,4174.753315068494
1505411,0
1623611,1277.2050410958902
1506850,70.30356164383562
1626486,0
1507385,0
1630792,0
1509446,224.02454794520546
1632544,0
1634643,526.4482191780822
1635189,0
1513840,49.709589041095896
1635433,9346.645479452056
1514178,627.307397260274
1638656,340.8657534246576
1515387,151.55506849315069
1638730,42.2531506849315
1517086,0
1641418,2954.88
1520434,10436.883287671233
1525275,3779.9999999999995
1527660,0
1644541,4.37917808219178
1528644,3355.381479452055
1644873,23008.43835616438
1529116,249.1870684931506
1530381,487.99035616438357
1645271,152.44273972602744
1532025,3302.9260273972604
1646537,5224.7145205479455
1538293,291.00821917808213
1647720,10468.752657534245
1538921,0
1539601,
1648809,6043.328876712329
1541373,13873.23616438356
1650494,0
1543097,7173.70915068493
1650944,459.1232876712329
1651191,4752.65095890411
1544236,0
1653016,931.9995616438356
1545267,0
1657479,78.98301369863013
1548785,174.97775342465752
1663184,432.8876712328767
1664436,5756.015342465754
1548874,8092.721095890411
1665188,1977.8104109589042
1551262,0
